months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,auto_make,fraud_reported
121,34,500,1285.42,0,0,0,11,1,1,1,2000,IN,500/1000,MALE,MD,priv-house-serv,video-games,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,NO,NO,Dodge,1
398,55,2000,1305.26,0,66200,-49700,18,1,1,3,1998,OH,250/500,MALE,MD,farming-fishing,skydiving,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,?,YES,BMW,1
9,30,1000,1073.83,0,0,0,12,1,0,0,2011,IL,100/300,FEMALE,High School,machine-op-inspct,dancing,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,?,NO,BMW,0
115,31,1000,1051.67,0,0,0,18,3,0,3,2005,OH,500/1000,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,YES,NO,Audi,1
280,48,1000,1387.35,0,0,-72000,16,1,2,2,1998,IL,250/500,MALE,JD,transport-moving,paintball,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,NO,?,BMW,0
254,45,500,1083.64,0,59800,0,19,3,0,0,2004,IL,250/500,MALE,JD,other-service,paintball,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,YES,?,BMW,0
141,30,1000,1851.78,0,78800,0,13,1,1,0,2002,IL,250/500,FEMALE,High School,craft-repair,exercise,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,NO,YES,Audi,0
441,55,500,1270.29,4000000,24000,-50500,4,1,0,0,2002,IN,250/500,MALE,College,armed-forces,exercise,husband,Parked Car,?,Minor Damage,,VA,Arlington,NO,NO,Honda,0
381,55,500,1459.99,0,35900,0,8,1,1,2,2011,OH,500/1000,FEMALE,MD,other-service,chess,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,YES,YES,Accura,0
191,38,2000,1253.44,0,0,0,19,3,2,0,2007,IL,100/300,FEMALE,Masters,craft-repair,sleeping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,NO,NO,Volkswagen,0
145,34,1000,1142.48,0,0,0,18,1,2,0,2012,IN,100/300,FEMALE,JD,priv-house-serv,sleeping,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,YES,NO,Suburu,0
479,60,1000,1188.45,0,0,-44800,9,2,0,3,2006,IL,500/1000,FEMALE,MD,exec-managerial,camping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,?,?,Saab,0
215,35,1000,1125.4,0,40000,-43400,6,1,2,1,2001,IL,500/1000,MALE,Masters,adm-clerical,yachting,husband,Vehicle Theft,?,Trivial Damage,,WV,Columbus,?,NO,Jeep,0
41,33,500,1294.41,0,0,0,8,1,0,0,2011,OH,250/500,MALE,High School,transport-moving,sleeping,husband,Vehicle Theft,?,Minor Damage,,NC,Arlington,YES,?,Dodge,0
45,31,500,1459.5,0,0,0,6,1,1,3,2000,IN,100/300,MALE,MD,priv-house-serv,movies,not-in-family,Parked Car,?,Minor Damage,,NY,Springfield,?,?,Suburu,0
156,38,500,1367.99,0,26500,0,23,3,0,3,1998,IL,100/300,MALE,High School,armed-forces,board-games,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,?,?,Saab,1
246,45,500,1594.37,0,0,0,13,1,0,3,2008,IN,250/500,MALE,Associate,exec-managerial,board-games,own-child,Parked Car,?,Trivial Damage,,SC,Riverwood,NO,YES,Saab,0
178,39,500,1035.99,0,0,0,3,3,2,0,2010,IL,100/300,FEMALE,JD,exec-managerial,sleeping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,NO,?,Jeep,0
237,43,500,911.53,0,53200,0,23,1,0,1,1998,OH,250/500,FEMALE,PhD,sales,basketball,husband,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,NO,NO,Chevrolet,0
127,34,500,1319.97,0,73700,0,8,1,1,3,1998,OH,500/1000,FEMALE,Associate,craft-repair,paintball,own-child,Vehicle Theft,?,Minor Damage,,NC,Arlington,YES,?,Saab,0
1,33,2000,1391.63,0,61200,0,23,1,0,3,2000,OH,250/500,MALE,Associate,sales,video-games,husband,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,YES,NO,Mercedes,0
5,21,500,915.41,5000000,0,0,23,1,0,0,1998,IN,250/500,FEMALE,High School,exec-managerial,sleeping,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,YES,NO,Nissan,0
64,28,1000,1468.82,0,56800,-51800,9,3,2,1,1997,IL,500/1000,MALE,JD,handlers-cleaners,skydiving,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,NO,NO,Honda,0
142,30,500,1412.76,0,66400,-63700,22,1,2,3,1996,IN,500/1000,MALE,PhD,armed-forces,basketball,wife,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,YES,NO,Volkswagen,0
97,27,500,1588.26,0,56700,-49300,22,3,2,1,2014,OH,500/1000,FEMALE,High School,tech-support,movies,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,YES,YES,Saab,0
121,31,1000,1140.91,0,51300,0,15,3,1,2,2002,IN,100/300,MALE,Associate,adm-clerical,paintball,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,NO,?,Chevrolet,1
225,43,1000,1517.54,0,0,-20900,16,3,2,0,2011,OH,100/300,MALE,JD,priv-house-serv,camping,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,NO,YES,BMW,0
425,53,2000,912.29,0,42900,-39100,17,3,1,2,2005,OH,250/500,FEMALE,High School,priv-house-serv,paintball,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,?,?,Saab,0
285,44,2000,1144.3,0,52600,0,3,1,1,0,2010,OH,250/500,MALE,MD,priv-house-serv,base-jumping,not-in-family,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,YES,?,Honda,0
192,38,1000,1281.43,0,65100,-50300,10,3,0,2,2010,IN,500/1000,FEMALE,Masters,transport-moving,skydiving,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,?,NO,Jeep,0
285,48,2000,1101.85,0,46100,0,9,1,1,2,2012,IL,100/300,FEMALE,College,sales,dancing,wife,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,NO,YES,Nissan,0
98,26,2000,1082.1,0,0,-30900,13,2,0,1,2001,IN,500/1000,MALE,JD,exec-managerial,kayaking,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,?,YES,Jeep,0
175,36,500,1185.44,0,44900,-52500,15,3,2,1,2006,OH,500/1000,MALE,Masters,exec-managerial,kayaking,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,YES,YES,Accura,1
259,45,2000,1175.07,0,30100,0,23,1,1,1,2011,IL,500/1000,MALE,MD,craft-repair,movies,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,?,NO,Honda,0
140,36,2000,979.26,0,0,-67000,2,4,0,2,1998,OH,500/1000,FEMALE,JD,transport-moving,cross-fit,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,YES,YES,Honda,0
231,37,500,920.81,0,0,0,14,1,2,0,1997,OH,250/500,FEMALE,High School,sales,chess,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,YES,?,Mercedes,1
186,38,500,922.85,0,70300,-70900,7,1,1,1,1999,OH,100/300,MALE,High School,adm-clerical,golf,husband,Vehicle Theft,?,Trivial Damage,,NY,Hillsdale,?,YES,Honda,0
229,41,2000,1107.59,3000000,65400,0,23,1,1,3,2009,OH,250/500,MALE,PhD,tech-support,chess,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,NO,NO,Mercedes,0
180,36,500,1272.46,0,0,0,7,3,2,1,1998,IL,100/300,MALE,College,prof-specialty,exercise,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,YES,?,Toyota,0
188,33,1000,1340.24,0,0,-68800,8,3,1,0,1995,IL,250/500,MALE,High School,protective-serv,chess,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,YES,?,Dodge,1
214,40,1000,1648.0,0,57700,-43500,17,1,1,0,2000,OH,100/300,MALE,JD,transport-moving,base-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,NO,YES,Accura,0
178,38,500,1381.14,0,0,0,10,3,0,3,2011,IL,250/500,FEMALE,College,other-service,camping,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,NO,NO,BMW,0
55,35,500,1198.44,8000000,0,0,9,1,0,3,1998,IL,500/1000,MALE,MD,priv-house-serv,polo,wife,Vehicle Theft,?,Minor Damage,Police,WV,Columbus,NO,NO,Nissan,0
90,31,2000,951.27,0,42100,0,2,1,1,0,2007,OH,250/500,FEMALE,PhD,other-service,hiking,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,YES,YES,Accura,0
135,30,2000,1341.24,0,37100,-46500,18,3,0,1,2003,IN,500/1000,FEMALE,MD,farming-fishing,skydiving,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,NO,NO,Honda,0
277,46,2000,1177.57,0,0,-65500,4,1,2,3,2010,IL,250/500,FEMALE,Associate,adm-clerical,video-games,husband,Vehicle Theft,?,Minor Damage,Police,VA,Arlington,?,NO,Jeep,0
211,38,1000,1055.09,0,0,0,12,1,0,3,2005,IN,250/500,FEMALE,Masters,transport-moving,video-games,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,?,YES,BMW,1
156,32,500,1479.48,0,0,0,15,1,1,3,2008,IL,250/500,MALE,Masters,prof-specialty,bungie-jumping,unmarried,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,YES,YES,Dodge,1
84,30,2000,1827.38,0,0,-15900,9,1,1,3,1998,IN,500/1000,MALE,Associate,priv-house-serv,polo,other-relative,Vehicle Theft,?,Trivial Damage,Police,VA,Springfield,YES,?,Audi,0
136,32,500,1169.62,0,0,0,6,1,0,0,2008,IN,100/300,FEMALE,JD,sales,yachting,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,YES,NO,Toyota,1
310,48,500,1516.34,0,11000,0,11,4,0,2,1996,IN,100/300,FEMALE,JD,adm-clerical,sleeping,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,YES,NO,Saab,1
123,34,2000,1270.21,0,16100,-61200,13,3,1,1,2000,OH,500/1000,FEMALE,College,sales,sleeping,husband,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,NO,?,Nissan,0
243,44,500,809.11,0,33200,0,4,3,2,1,1996,IL,250/500,MALE,JD,craft-repair,polo,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,?,YES,Honda,0
36,37,1000,1115.81,0,0,-59800,20,3,1,3,2008,IL,500/1000,FEMALE,Masters,machine-op-inspct,reading,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,YES,?,Dodge,0
146,31,1000,1457.65,5000000,0,0,0,3,1,3,2010,OH,100/300,FEMALE,College,armed-forces,camping,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,NO,?,Toyota,0
154,34,1000,1041.36,0,53100,-43900,18,4,2,3,2005,OH,100/300,FEMALE,JD,priv-house-serv,cross-fit,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,?,YES,Toyota,1
204,40,1000,1693.83,7000000,44000,-20800,6,1,1,0,2003,OH,250/500,MALE,High School,protective-serv,polo,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,?,?,Honda,0
458,59,1000,1685.69,0,31400,0,23,1,2,2,1995,IN,100/300,FEMALE,High School,protective-serv,hiking,wife,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,?,YES,Jeep,0
147,31,500,1054.92,6000000,51900,0,4,1,0,0,2013,IN,250/500,FEMALE,PhD,prof-specialty,exercise,own-child,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,?,?,Toyota,1
279,45,2000,1333.97,6000000,61100,-30700,21,3,1,0,2011,IN,250/500,FEMALE,MD,other-service,bungie-jumping,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,?,?,Dodge,1
308,47,1000,1013.61,6000000,45700,-41400,7,1,1,1,2002,OH,100/300,FEMALE,Associate,craft-repair,movies,own-child,Parked Car,?,Minor Damage,,NY,Springfield,?,YES,Suburu,0
284,48,500,958.3,0,47900,0,19,3,0,0,1998,IL,500/1000,FEMALE,PhD,machine-op-inspct,exercise,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,?,?,Volkswagen,0
108,31,2000,1112.04,6000000,52800,-54300,5,1,1,3,1998,IN,250/500,FEMALE,PhD,other-service,base-jumping,own-child,Parked Car,?,Minor Damage,,SC,Arlington,NO,NO,Volkswagen,0
421,57,2000,1206.26,0,69900,0,22,3,0,0,2015,IN,250/500,FEMALE,Associate,armed-forces,bungie-jumping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,YES,NO,Audi,0
266,42,1000,763.67,0,12800,-49700,12,1,1,3,2005,IL,500/1000,MALE,Associate,prof-specialty,movies,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,YES,YES,Jeep,0
412,56,500,1042.56,0,0,-66100,19,3,0,2,1997,IL,250/500,MALE,High School,handlers-cleaners,yachting,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,NO,NO,Suburu,0
31,32,2000,1263.48,4000000,46800,-87300,10,1,2,0,1997,IL,100/300,FEMALE,JD,other-service,hiking,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,?,?,Audi,1
465,63,500,1006.99,6000000,0,0,7,1,0,3,2015,IL,250/500,FEMALE,Masters,sales,board-games,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,NO,?,Suburu,0
126,31,1000,1328.26,0,42300,-45800,17,1,1,1,2011,OH,250/500,MALE,Masters,sales,exercise,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,NO,NO,Suburu,0
407,55,1000,1250.08,5000000,0,-57700,0,3,2,3,2010,OH,100/300,FEMALE,PhD,tech-support,bungie-jumping,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,?,YES,Ford,0
101,27,500,982.7,6000000,30800,-43700,9,1,1,0,2001,IL,500/1000,FEMALE,College,transport-moving,video-games,unmarried,Parked Car,?,Minor Damage,,SC,Arlington,NO,NO,Toyota,0
187,37,1000,1412.06,5000000,60100,0,21,1,0,3,2000,IN,500/1000,FEMALE,Masters,protective-serv,reading,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,?,?,Nissan,0
252,46,2000,1066.7,0,0,0,22,3,0,2,2014,IN,500/1000,FEMALE,JD,handlers-cleaners,sleeping,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,NO,NO,Audi,0
229,43,2000,1585.54,0,42600,-44400,3,1,1,0,2012,IN,250/500,MALE,High School,protective-serv,reading,not-in-family,Vehicle Theft,?,Minor Damage,,WV,Hillsdale,NO,YES,Volkswagen,0
246,39,1000,1416.08,0,0,-36600,16,1,0,3,2004,IN,250/500,FEMALE,JD,craft-repair,yachting,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,YES,?,Honda,0
190,38,500,1246.03,0,61900,-50000,14,1,0,0,2013,OH,250/500,MALE,JD,craft-repair,movies,unmarried,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,YES,NO,Nissan,0
95,32,2000,1356.64,0,67800,-48600,21,3,0,3,2003,IN,500/1000,MALE,Masters,machine-op-inspct,golf,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,YES,YES,Toyota,0
205,42,2000,1387.7,4000000,0,0,19,1,2,1,1995,IL,100/300,FEMALE,High School,priv-house-serv,skydiving,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,NO,NO,Chevrolet,0
41,25,1000,1004.14,0,35400,0,13,3,1,3,1995,OH,100/300,MALE,Masters,priv-house-serv,sleeping,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,NO,NO,Dodge,0
137,35,500,1107.07,0,0,-45300,21,1,0,0,2008,OH,500/1000,FEMALE,High School,protective-serv,movies,husband,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,NO,YES,Saab,0
194,34,500,1429.96,0,67800,0,11,3,1,2,2005,IL,100/300,FEMALE,JD,protective-serv,board-games,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,NO,YES,Toyota,0
128,35,1000,1074.99,0,0,-48800,16,1,2,0,2012,IN,250/500,FEMALE,Associate,adm-clerical,bungie-jumping,husband,Vehicle Theft,?,Trivial Damage,Police,VA,Columbus,?,?,Accura,0
150,37,1000,1007.0,0,30400,-89400,9,1,0,2,2013,OH,500/1000,FEMALE,PhD,transport-moving,board-games,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,NO,?,Chevrolet,0
104,30,500,1052.85,0,0,-70100,8,1,0,0,2006,OH,100/300,FEMALE,MD,protective-serv,skydiving,other-relative,Vehicle Theft,?,Minor Damage,Police,WV,Riverwood,NO,YES,BMW,0
163,37,1000,1200.33,4000000,0,-36400,7,1,2,1,2008,IN,500/1000,FEMALE,High School,craft-repair,cross-fit,own-child,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,?,YES,Volkswagen,1
80,26,1000,1343.0,0,64600,0,12,1,0,0,1995,IL,100/300,MALE,Masters,handlers-cleaners,camping,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,?,NO,BMW,0
65,29,2000,1441.6,5000000,0,0,21,3,0,0,1998,OH,250/500,FEMALE,MD,sales,kayaking,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,YES,?,Jeep,0
179,32,1000,1433.42,6000000,53800,0,4,1,1,2,2014,OH,100/300,FEMALE,Associate,protective-serv,base-jumping,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,YES,NO,Nissan,1
372,50,2000,1368.57,0,0,0,18,3,2,2,2003,OH,500/1000,FEMALE,MD,tech-support,paintball,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,NO,YES,Accura,0
398,55,500,862.19,0,69400,0,7,1,2,3,2012,OH,250/500,MALE,High School,adm-clerical,movies,unmarried,Vehicle Theft,?,Trivial Damage,Police,SC,Northbend,?,?,Accura,0
213,35,500,871.46,0,58500,-77700,13,1,2,0,2007,OH,250/500,MALE,MD,tech-support,movies,husband,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,YES,YES,Ford,0
79,25,500,1863.04,0,53400,-35200,0,1,2,1,1995,OH,500/1000,FEMALE,Associate,priv-house-serv,paintball,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,NO,?,Mercedes,0
232,44,2000,1181.64,0,25800,0,22,1,1,1,2002,OH,250/500,MALE,College,other-service,exercise,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,?,YES,Jeep,1
230,37,1000,1060.74,0,0,-51500,15,1,2,3,1996,IL,500/1000,MALE,PhD,tech-support,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,YES,?,Suburu,1
234,41,500,951.56,0,59400,-78600,3,3,2,1,2007,IN,100/300,FEMALE,JD,transport-moving,video-games,wife,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,NO,?,Chevrolet,1
240,40,500,1533.71,9000000,0,-70900,18,2,0,2,2008,IN,100/300,FEMALE,JD,protective-serv,polo,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,YES,?,Ford,0
143,33,1000,1200.09,0,38400,-5700,17,3,2,2,2002,OH,500/1000,FEMALE,Associate,craft-repair,board-games,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,?,?,Accura,0
266,42,500,1093.83,4000000,0,-49600,18,3,1,1,2015,IN,100/300,MALE,Associate,adm-clerical,board-games,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,?,NO,Suburu,1
89,32,1000,988.93,0,27600,0,11,1,2,3,1999,IN,250/500,FEMALE,High School,craft-repair,golf,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,?,YES,Dodge,0
229,37,1000,1331.94,0,0,-55400,17,1,0,2,2004,IN,500/1000,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,NO,YES,Saab,0
245,40,1000,1361.45,0,39300,0,12,1,0,2,1999,IL,500/1000,MALE,PhD,handlers-cleaners,camping,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,YES,YES,Suburu,0
50,44,2000,1188.51,0,0,-65800,15,3,1,2,2008,OH,250/500,MALE,College,handlers-cleaners,bungie-jumping,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,?,NO,Dodge,0
230,43,2000,1101.83,0,28900,0,0,3,0,3,2011,IN,500/1000,MALE,High School,exec-managerial,cross-fit,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,?,YES,BMW,1
17,39,1000,840.95,0,32500,-80800,9,1,2,1,2002,IL,250/500,FEMALE,JD,adm-clerical,hiking,unmarried,Parked Car,?,Trivial Damage,Police,SC,Arlington,?,?,Suburu,0
163,36,1000,1503.21,0,55700,-49900,1,1,2,1,2013,IN,250/500,MALE,MD,other-service,cross-fit,husband,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,YES,NO,Toyota,0
29,32,1000,1722.5,0,0,-21500,22,1,0,2,1995,OH,100/300,MALE,High School,other-service,base-jumping,wife,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,?,?,Jeep,0
232,42,500,944.03,0,0,-58400,11,1,2,3,2015,IN,100/300,MALE,College,handlers-cleaners,kayaking,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,YES,?,Toyota,1
235,39,2000,1453.61,4000000,0,0,10,1,0,3,2012,IL,500/1000,MALE,JD,craft-repair,yachting,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,Hillsdale,?,?,Chevrolet,1
295,46,500,1672.88,0,0,0,5,1,1,1,1997,IN,100/300,FEMALE,High School,armed-forces,dancing,wife,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Columbus,YES,NO,Honda,0
22,21,1000,1248.05,0,37500,-54000,3,3,1,2,2015,IN,250/500,FEMALE,High School,exec-managerial,movies,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,YES,?,Chevrolet,0
286,43,500,1564.43,3000000,77500,-32800,18,1,2,2,2013,IL,100/300,FEMALE,MD,prof-specialty,movies,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,?,YES,Jeep,0
257,44,1000,1280.88,0,59400,-32200,21,1,0,1,2002,OH,100/300,MALE,MD,other-service,basketball,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,NO,NO,Accura,0
94,26,500,722.66,0,50300,0,6,3,1,2,2010,IN,100/300,MALE,MD,exec-managerial,camping,husband,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,YES,YES,Nissan,0
124,28,1000,1235.14,0,0,-32100,20,3,0,1,2012,OH,250/500,MALE,MD,exec-managerial,camping,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Hillsdale,?,?,Volkswagen,0
141,30,1000,1347.04,0,0,-82100,6,1,1,2,1996,IN,500/1000,MALE,High School,sales,bungie-jumping,own-child,Parked Car,?,Minor Damage,,SC,Northbend,?,YES,Honda,0
3,38,1000,1310.8,0,0,0,20,1,0,1,2006,OH,500/1000,FEMALE,Masters,craft-repair,paintball,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,YES,?,Honda,0
